year,oshpd_id,county,hospital,performance_measure,hospital_rating,#_of_cases,#_of_adverse_events,risk_adjusted_rate
2016,106190382,los angeles,hollywood presbyterian medical center,post-operative stroke,average,73.0,3.0,4.24
2017,106190382,los angeles,hollywood presbyterian medical center,cabg + valve operative mortality,average,1.0,1.0,49.01
2017,106190382,los angeles,hollywood presbyterian medical center,cabg 30-day readmission,worse,50.0,21.0,35.83
2017,106190382,los angeles,hollywood presbyterian medical center,cabg operative mortality,average,31.0,1.0,4.47
2017,106190382,los angeles,hollywood presbyterian medical center,post-operative stroke,average,76.0,1.0,1.29
2018,106190382,los angeles,hollywood presbyterian medical center,cabg operative mortality,worse,45.0,4.0,10.56
2018,106190382,los angeles,hollywood presbyterian medical center,cabg+valve operative mortality,worse,89.0,2.0,49.48
2018,106190382,los angeles,hollywood presbyterian medical center,isolated cabg 30-day readmission,worse,89.0,25.0,41.26
2018,106190382,los angeles,hollywood presbyterian medical center,isolated cabg post-operative stroke,average,89.0,1.0,1.22
2019,106190382,los angeles,hollywood presbyterian medical center,cabg+valve operative mortality,average,83.0,1.0,51.72
2019,106190382,los angeles,hollywood presbyterian medical center,isolated cabg 30-day readmission,worse,83.0,11.0,23.71
2019,106190382,los angeles,hollywood presbyterian medical center,isolated cabg operative mortality,average,42.0,1.0,3.1
2019,106190382,los angeles,hollywood presbyterian medical center,isolated cabg post-operative stroke,average,83.0,2.0,2.8
2020,106190382,los angeles,hollywood presbyterian medical center,isolated cabg operative mortality,average,41.0,3.0,7.04
2021,106190382,los angeles,hollywood presbyterian medical center,cabg+valve operative mortality,average,50.0,0.0,0.0
2021,106190382,los angeles,hollywood presbyterian medical center,isolated cabg 30-day readmission,average,50.0,6.0,23.09
2021,106190382,los angeles,hollywood presbyterian medical center,isolated cabg post-operative stroke,average,50.0,0.0,0.0
2022,106190382,los angeles,hollywood presbyterian medical center,isolated cabg operative mortality,average,19.0,1.0,7.05
2021,1061904,los angeles,huntington hospital,cabg+valve operative mortality,average,220.0,1.0,5.99
2021,1061904,los angeles,huntington hospital,isolated cabg 30-day readmission,average,220.0,17.0,14.42
2021,1061904,los angeles,huntington hospital,isolated cabg post-operative stroke,average,220.0,0.0,0.0
2022,1061904,los angeles,huntington hospital,isolated cabg operative mortality,average,109.0,1.0,1.76
2011,1061904,los angeles,huntington memorial hospital,post-operative stroke,average,143.0,1.0,0.82
2012,1061904,los angeles,huntington memorial hospital,30-day readmission,average,62.0,5.0,8.52
2012,1061904,los angeles,huntington memorial hospital,operative mortality,average,65.0,1.0,2.1
2013,1061904,los angeles,huntington memorial hospital,30-day readmission,average,64.0,11.0,16.35
2013,1061904,los angeles,huntington memorial hospital,cabg + valve operative mortality,average,44.0,2.0,5.26
2013,1061904,los angeles,huntington memorial hospital,cabg operative mortality,average,66.0,0.0,0.0
2013,1061904,los angeles,huntington memorial hospital,post-operative stroke,average,131.0,1.0,0.79
2014,1061904,los angeles,huntington memorial hospital,30-day readmission,average,139.0,19.0,13.87
2014,1061904,los angeles,huntington memorial hospital,cabg + valve operative mortality,average,35.0,1.0,3.39
2014,1061904,los angeles,huntington memorial hospital,cabg operative mortality,average,65.0,0.0,0.0
2014,1061904,los angeles,huntington memorial hospital,post-operative stroke,average,149.0,3.0,2.3
2015,1061904,los angeles,huntington memorial hospital,cabg + valve operative mortality,average,33.0,0.0,0.0
2015,1061904,los angeles,huntington memorial hospital,cabg 30-day readmission,average,164.0,15.0,10.12
2015,1061904,los angeles,huntington memorial hospital,cabg operative mortality,average,84.0,1.0,1.47
2015,1061904,los angeles,huntington memorial hospital,post-operative stroke,average,183.0,2.0,1.29
2016,1061904,los angeles,huntington memorial hospital,cabg + valve operative mortality,average,30.0,0.0,0.0
2016,1061904,los angeles,huntington memorial hospital,cabg operative mortality,average,99.0,1.0,1.6
2016,1061904,los angeles,huntington memorial hospital,post-operative stroke,average,182.0,2.0,1.35
2017,1061904,los angeles,huntington memorial hospital,cabg + valve operative mortality,average,34.0,0.0,0.0
2017,1061904,los angeles,huntington memorial hospital,cabg 30-day readmission,average,162.0,14.0,9.68
2017,1061904,los angeles,huntington memorial hospital,cabg operative mortality,average,83.0,0.0,0.0
2017,1061904,los angeles,huntington memorial hospital,post-operative stroke,average,184.0,3.0,1.99
2018,1061904,los angeles,huntington memorial hospital,cabg operative mortality,average,101.0,2.0,3.44
2018,1061904,los angeles,huntington memorial hospital,cabg+valve operative mortality,average,252.0,0.0,0.0
2018,1061904,los angeles,huntington memorial hospital,isolated cabg 30-day readmission,average,252.0,23.0,15.88
2018,1061904,los angeles,huntington memorial hospital,isolated cabg post-operative stroke,average,252.0,1.0,0.7
2019,1061904,los angeles,huntington memorial hospital,cabg+valve operative mortality,average,267.0,0.0,0.0
2019,1061904,los angeles,huntington memorial hospital,isolated cabg 30-day readmission,average,267.0,26.0,16.5
2019,1061904,los angeles,huntington memorial hospital,isolated cabg operative mortality,average,124.0,0.0,0.0
2019,1061904,los angeles,huntington memorial hospital,isolated cabg post-operative stroke,average,267.0,1.0,0.66
2020,1061904,los angeles,huntington memorial hospital,isolated cabg operative mortality,average,143.0,0.0,0.0
2016,106190429,los angeles,kaiser foundation hospital - los angeles,cabg + valve operative mortality,average,280.0,6.0,2.6
2016,106190429,los angeles,kaiser foundation hospital - los angeles,post-operative stroke,average,,14.0,1.34
2017,106190429,los angeles,kaiser foundation hospital - los angeles,cabg + valve operative mortality,average,279.0,7.0,2.86
2017,106190429,los angeles,kaiser foundation hospital - los angeles,cabg 30-day readmission,better,1353.0,98.0,7.48
2017,106190429,los angeles,kaiser foundation hospital - los angeles,cabg operative mortality,average,688.0,11.0,2.04
2017,106190429,los angeles,kaiser foundation hospital - los angeles,post-operative stroke,average,1401.0,13.0,1.03
2018,106190429,los angeles,kaiser foundation hospital - los angeles,cabg operative mortality,average,713.0,9.0,1.64
2018,106190429,los angeles,kaiser foundation hospital - los angeles,cabg+valve operative mortality,better,,5.0,2.08
2018,106190429,los angeles,kaiser foundation hospital - los angeles,isolated cabg 30-day readmission,better,,113.0,7.91
2018,106190429,los angeles,kaiser foundation hospital - los angeles,isolated cabg post-operative stroke,average,,15.0,1.07
2019,106190429,los angeles,kaiser foundation hospital - los angeles,cabg+valve operative mortality,better,,5.0,1.98
2019,106190429,los angeles,kaiser foundation hospital - los angeles,isolated cabg 30-day readmission,better,,106.0,7.91
2019,106190429,los angeles,kaiser foundation hospital - los angeles,isolated cabg operative mortality,average,939.0,14.0,2.3
2019,106190429,los angeles,kaiser foundation hospital - los angeles,isolated cabg post-operative stroke,better,,11.0,0.88
2020,106190429,los angeles,kaiser foundation hospital - los angeles,isolated cabg operative mortality,better,760.0,3.0,0.61
2011,106190429,los angeles,kaiser foundation hospital - sunset,post-operative stroke,average,1010.0,13.0,1.26
2012,106190429,los angeles,kaiser foundation hospital - sunset,30-day readmission,average,502.0,61.0,11.24
2012,106190429,los angeles,kaiser foundation hospital - sunset,operative mortality,average,512.0,4.0,0.95
2013,106190429,los angeles,kaiser foundation hospital - sunset,30-day readmission,average,486.0,47.0,9.59
2013,106190429,los angeles,kaiser foundation hospital - sunset,cabg + valve operative mortality,average,252.0,12.0,5.17
2013,106190429,los angeles,kaiser foundation hospital - sunset,cabg operative mortality,average,502.0,9.0,2.33
2013,106190429,los angeles,kaiser foundation hospital - sunset,post-operative stroke,average,1014.0,11.0,1.13
2014,106190429,los angeles,kaiser foundation hospital - sunset,30-day readmission,average,1134.0,126.0,10.82
2014,106190429,los angeles,kaiser foundation hospital - sunset,cabg + valve operative mortality,average,297.0,8.0,2.95
2014,106190429,los angeles,kaiser foundation hospital - sunset,post-operative stroke,average,1170.0,18.0,1.6
2015,106190429,los angeles,kaiser foundation hospital - sunset,cabg + valve operative mortality,better,283.0,4.0,1.54
2015,106190429,los angeles,kaiser foundation hospital - sunset,cabg 30-day readmission,average,1238.0,124.0,9.64
2015,106190429,los angeles,kaiser foundation hospital - sunset,cabg operative mortality,average,587.0,7.0,1.39
2015,106190429,los angeles,kaiser foundation hospital - sunset,post-operative stroke,average,1267.0,19.0,1.69
2016,106190429,los angeles,kaiser foundation hospital - sunset,cabg operative mortality,average,680.0,5.0,1.15
2013,106190429,los angeles,kaiser foundation hospital  sunset,cabg + valve operative mortality,average,272.0,11.0,3.91
2013,106190429,los angeles,kaiser foundation hospital  sunset,post-operative stroke,average,1085.0,10.0,0.91
2014,106190429,los angeles,kaiser foundation hospital  sunset,cabg operative mortality,average,583.0,7.0,1.21
2021,106190429,los angeles,kaiser foundation hospital â los angeles,cabg+valve operative mortality,average,,8.0,3.78
2021,106190429,los angeles,kaiser foundation hospital â los angeles,isolated cabg 30-day readmission,better,,92.0,8.17
2021,106190429,los angeles,kaiser foundation hospital â los angeles,isolated cabg post-operative stroke,better,,5.0,0.42
2022,106190429,los angeles,kaiser foundation hospital â los angeles,isolated cabg operative mortality,average,793.0,11.0,1.89
2013,106194219,los angeles,keck hospital of university of southern california,cabg + valve operative mortality,average,94.0,5.0,5.48
2013,106194219,los angeles,keck hospital of university of southern california,post-operative stroke,average,135.0,1.0,0.71
2014,106194219,los angeles,keck hospital of university of southern california,30-day readmission,average,102.0,16.0,16.13
2014,106194219,los angeles,keck hospital of university of southern california,cabg + valve operative mortality,average,85.0,2.0,2.06
2014,106194219,los angeles,keck hospital of university of southern california,cabg operative mortality,average,73.0,4.0,4.76
2014,106194219,los angeles,keck hospital of university of southern california,post-operative stroke,average,138.0,1.0,0.68
2015,106194219,los angeles,keck hospital of university of southern california,cabg + valve operative mortality,better,75.0,0.0,0.0
2015,106194219,los angeles,keck hospital of university of southern california,cabg 30-day readmission,average,85.0,15.0,16.45
2015,106194219,los angeles,keck hospital of university of southern california,cabg operative mortality,average,65.0,0.0,0.0
2015,106194219,los angeles,keck hospital of university of southern california,post-operative stroke,average,118.0,2.0,1.85
2016,106194219,los angeles,keck hospital of university of southern california,cabg + valve operative mortality,average,59.0,2.0,3.32
2016,106194219,los angeles,keck hospital of university of southern california,cabg operative mortality,average,53.0,2.0,4.08
2016,106194219,los angeles,keck hospital of university of southern california,post-operative stroke,average,112.0,2.0,2.04
2017,106194219,los angeles,keck hospital of university of southern california,cabg + valve operative mortality,average,54.0,3.0,5.6
2017,106194219,los angeles,keck hospital of university of southern california,cabg 30-day readmission,average,80.0,14.0,17.13
2017,106194219,los angeles,keck hospital of university of southern california,cabg operative mortality,average,59.0,1.0,2.01
2017,106194219,los angeles,keck hospital of university of southern california,post-operative stroke,average,124.0,1.0,0.93
2018,106194219,los angeles,keck hospital of university of southern california,cabg operative mortality,average,65.0,0.0,0.0
