Year,County,OSHPDID,Surgery,# of Cases,LONGITUDE,LATITUDE,hospital
2021,Los Angeles,106190525,Liver,9,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Stomach,5,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Lung,29,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Prostate,6,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Prostate,19,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Prostate,20,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Pancreas,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Colon,47,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Rectum,40,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Breast,304,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Prostate,6,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Liver,10,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Pancreas,6,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Breast,270,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Stomach,2,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Lung,38,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Liver,9,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Rectum,17,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Pancreas,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Esophagus,2,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Rectum,27,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Breast,278,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Brain,39,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Bladder,1,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Brain,27,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Colon,71,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Liver,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Brain,26,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Esophagus,4,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Lung,49,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Prostate,15,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Rectum,43,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Breast,266,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Esophagus,3,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Rectum,44,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Lung,28,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Stomach,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Pancreas,1,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Breast,267,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Esophagus,3,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Pancreas,3,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Stomach,9,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Liver,13,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Liver,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Brain,26,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Breast,239,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Colon,51,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Liver,4,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Lung,48,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Pancreas,2,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Prostate,14,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Rectum,22,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2014,Los Angeles,106190525,Stomach,3,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Rectum,39,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Rectum,38,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Brain,31,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Prostate,11,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2016,Los Angeles,106190525,Colon,79,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2020,Los Angeles,106190525,Brain,24,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Bladder,1,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Brain,20,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Brain,18,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Colon,71,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Esophagus,2,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Colon,67,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Esophagus,1,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Liver,2,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Lung,36,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Pancreas,1,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2018,Los Angeles,106190525,Lung,40,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Prostate,16,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Stomach,3,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Breast,176,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Brain,15,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Colon,54,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Liver,6,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Lung,25,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Prostate,9,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Rectum,22,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2015,Los Angeles,106190525,Stomach,5,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Colon,65,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Breast,227,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Esophagus,2,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190525,Colon,38,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2019,Los Angeles,106190525,Stomach,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Lung,41,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2017,Los Angeles,106190525,Stomach,7,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2013,Los Angeles,106190525,Breast,221,-118.1852,33.80801,MemorialCare Long Beach Medical Center
2021,Los Angeles,106190529,Colon,39,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Rectum,15,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Stomach,1,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Pancreas,3,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Colon,33,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Pancreas,2,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Stomach,3,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Rectum,19,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Rectum,25,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Lung,2,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Pancreas,3,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Colon,31,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Liver,5,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Prostate,2,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Breast,47,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Liver,1,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Stomach,8,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Brain,6,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Breast,99,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Lung,3,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Liver,3,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Brain,7,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Pancreas,2,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Rectum,18,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Breast,111,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Brain,8,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Breast,101,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Bladder,1,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Stomach,9,-118.03879,34.13603,USC Arcadia Hospital
2021,Los Angeles,106190529,Liver,1,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Stomach,5,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Stomach,5,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Bladder,1,-118.03879,34.13603,USC Arcadia Hospital
2020,Los Angeles,106190529,Colon,27,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Rectum,25,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Bladder,1,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Bladder,1,-118.03879,34.13603,USC Arcadia Hospital
2019,Los Angeles,106190529,Bladder,2,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Brain,9,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Breast,102,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Colon,40,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Lung,4,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Prostate,1,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Stomach,5,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Bladder,1,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Brain,6,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Breast,60,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Pancreas,2,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Colon,41,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Lung,5,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Stomach,1,-118.03879,34.13603,USC Arcadia Hospital
2014,Los Angeles,106190529,Rectum,10,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Colon,48,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Brain,7,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Liver,6,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Liver,4,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Bladder,1,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Breast,71,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Colon,32,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Pancreas,1,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Lung,2,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Brain,7,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Pancreas,2,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Rectum,6,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Rectum,13,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Pancreas,2,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190529,Liver,3,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Brain,2,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Breast,32,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Colon,23,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Liver,2,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Lung,2,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Pancreas,1,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Stomach,3,-118.03879,34.13603,USC Arcadia Hospital
2015,Los Angeles,106190529,Rectum,7,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Esophagus,1,-118.03879,34.13603,USC Arcadia Hospital
2013,Los Angeles,106190529,Lung,9,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Lung,1,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Esophagus,3,-118.03879,34.13603,USC Arcadia Hospital
2017,Los Angeles,106190529,Breast,80,-118.03879,34.13603,USC Arcadia Hospital
2016,Los Angeles,106190529,Brain,11,-118.03879,34.13603,USC Arcadia Hospital
2018,Los Angeles,106190534,Colon,2,-118.36008,34.05754,Olympia Medical Center
2016,Los Angeles,106190534,Breast,10,-118.36008,34.05754,Olympia Medical Center
2019,Los Angeles,106190534,Breast,35,-118.36008,34.05754,Olympia Medical Center
2020,Los Angeles,106190534,Prostate,7,-118.36008,34.05754,Olympia Medical Center
2017,Los Angeles,106190534,Bladder,2,-118.36008,34.05754,Olympia Medical Center
2016,Los Angeles,106190534,Prostate,5,-118.36008,34.05754,Olympia Medical Center
2016,Los Angeles,106190534,Stomach,1,-118.36008,34.05754,Olympia Medical Center
2016,Los Angeles,106190534,Rectum,1,-118.36008,34.05754,Olympia Medical Center
2016,Los Angeles,106190534,Colon,2,-118.36008,34.05754,Olympia Medical Center
2021,Los Angeles,106190534,Prostate,2,-118.36008,34.05754,Olympia Medical Center
2019,Los Angeles,106190534,Prostate,6,-118.36008,34.05754,Olympia Medical Center
2017,Los Angeles,106190534,Stomach,1,-118.36008,34.05754,Olympia Medical Center
2020,Los Angeles,106190534,Bladder,2,-118.36008,34.05754,Olympia Medical Center
2020,Los Angeles,106190534,Colon,5,-118.36008,34.05754,Olympia Medical Center
2017,Los Angeles,106190534,Colon,5,-118.36008,34.05754,Olympia Medical Center
2018,Los Angeles,106190534,Stomach,1,-118.36008,34.05754,Olympia Medical Center
2018,Los Angeles,106190534,Rectum,3,-118.36008,34.05754,Olympia Medical Center
2018,Los Angeles,106190534,Prostate,4,-118.36008,34.05754,Olympia Medical Center
2014,Los Angeles,106190534,Colon,5,-118.36008,34.05754,Olympia Medical Center
2014,Los Angeles,106190534,Lung,1,-118.36008,34.05754,Olympia Medical Center
2014,Los Angeles,106190534,Prostate,3,-118.36008,34.05754,Olympia Medical Center
2014,Los Angeles,106190534,Rectum,3,-118.36008,34.05754,Olympia Medical Center
2014,Los Angeles,106190534,Stomach,1,-118.36008,34.05754,Olympia Medical Center
2014,Los Angeles,106190534,Breast,10,-118.36008,34.05754,Olympia Medical Center
2013,Los Angeles,106190534,Breast,16,-118.36008,34.05754,Olympia Medical Center
2013,Los Angeles,106190534,Colon,5,-118.36008,34.05754,Olympia Medical Center
2019,Los Angeles,106190534,Colon,1,-118.36008,34.05754,Olympia Medical Center
2019,Los Angeles,106190534,Liver,1,-118.36008,34.05754,Olympia Medical Center
2019,Los Angeles,106190534,Stomach,1,-118.36008,34.05754,Olympia Medical Center
2015,Los Angeles,106190534,Stomach,1,-118.36008,34.05754,Olympia Medical Center
2015,Los Angeles,106190534,Breast,7,-118.36008,34.05754,Olympia Medical Center
